ym,0-14,15-64,65
201404,941,4711,523
201405,942,4715,523
201406,945,4733,527
201407,936,4756,531
201408,958,4769,529
201409,951,4758,529
201410,948,4753,528
201411,955,4752,528
201412,950,4737,523
201501,953,4716,524
201502,954,4698,528
201503,946,4682,526
201504,939,4659,526
201505,926,4647,524
201506,926,4638,526
201507,929,4621,524
201508,931,4617,529
201509,916,4608,533
201510,920,4603,531
201511,914,4598,532
201512,908,4597,532
201601,910,4597,533
201602,923,4591,535
201603,929,4590,535
201604,930,4581,529
201605,913,4566,527
201606,917,4560,527
201607,912,4558,528
201608,938,4578,529
201609,948,4563,531
201610,946,4558,538
201611,939,4547,542
201612,940,4552,544
201701,943,4567,546
201702,957,4562,543
201703,966,4571,538
201704,958,4559,541
201705,960,4547,541
201706,956,4538,542
201707,956,4539,541
201708,965,4532,540
201709,966,4537,544
201710,974,4529,549
201711,981,4524,554
201712,980,4529,557
201801,973,4525,557
201802,971,4537,557
201803,975,4546,561
201804,962,4554,563
201805,955,4580,561
201806,954,4584,566
201807,953,4587,564
201808,960,4578,565
201809,961,4573,569
201810,969,4557,578
201811,973,4546,580
201812,972,4546,583
201901,974,4532,583
201902,987,4529,585
201903,983,4522,586
201904,972,4516,588
201905,976,4507,589
201906,973,4506,588
201907,972,4501,588
201908,979,4502,591
201909,974,4491,587
201910,974,4478,589
201911,971,4477,590
201912,970,4470,595
202001,971,4470,596
202002,981,4473,605
202003,973,4475,602
202004,979,4475,601
202005,971,4469,605
202006,975,4463,605
202007,976,4460,609
202008,984,4465,611
202009,987,4459,613
202010,986,4441,614
202011,982,4433,618
202012,984,4434,618
202101,969,4426,622
202102,976,4418,627
202103,962,4416,631
202104,959,4408,638
202105,956,4403,642
202106,955,4399,647
202107,958,4389,650
202108,955,4384,651
202109,957,4367,649
202110,953,4366,652
202111,954,4364,649
202112,950,4365,652
202201,951,4364,651
202202,943,4375,654
202203,948,4382,655
202204,947,4391,657
202205,938,4396,660
202206,951,4401,658
202207,955,4415,664
202208,947,4415,667
