ym,0-14,15-64,65
201404,1940,13091,3114
201405,1930,13137,3108
201406,1926,13179,3110
201407,1910,13227,3103
201408,1918,13214,3119
201409,1911,13208,3126
201410,1917,13204,3131
201411,1907,13210,3139
201412,1903,13198,3136
201501,1891,13212,3128
201502,1878,13184,3146
201503,1868,13154,3159
201504,1855,13133,3172
201505,1847,13146,3173
201506,1840,13144,3167
201507,1836,13187,3166
201508,1822,13172,3167
201509,1819,13183,3176
201510,1823,13190,3190
201511,1813,13187,3191
201512,1813,13179,3203
201601,1813,13162,3210
201602,1799,13132,3222
201603,1790,13086,3237
201604,1769,13085,3234
201605,1776,13064,3249
201606,1770,13067,3247
201607,1767,13054,3260
201608,1769,13081,3270
201609,1778,13049,3291
201610,1767,13044,3299
201611,1766,13053,3304
201612,1761,13072,3313
201701,1751,13045,3331
201702,1745,13025,3332
201703,1748,13004,3335
201704,1739,13008,3343
201705,1724,13010,3359
201706,1720,13023,3362
201707,1716,13032,3366
201708,1700,13037,3359
201709,1691,13029,3374
201710,1690,13015,3380
201711,1688,12984,3400
201712,1673,12951,3419
201801,1679,12949,3418
201802,1688,12927,3420
201803,1672,12919,3426
201804,1669,12920,3427
201805,1671,12941,3429
201806,1664,12949,3431
201807,1659,12964,3434
201808,1658,12953,3437
201809,1666,12921,3447
201810,1651,12904,3451
201811,1654,12875,3461
201812,1634,12853,3462
201901,1646,12837,3481
201902,1647,12825,3491
201903,1636,12780,3498
201904,1637,12776,3493
201905,1613,12776,3494
201906,1613,12766,3503
201907,1611,12764,3503
201908,1610,12742,3519
201909,1613,12738,3518
201910,1611,12717,3517
201911,1599,12698,3531
201912,1603,12669,3548
202001,1602,12628,3560
202002,1593,12592,3579
202003,1593,12585,3591
202004,1573,12577,3591
202005,1566,12557,3591
202006,1550,12535,3602
202007,1542,12519,3607
202008,1541,12492,3624
202009,1521,12479,3642
202010,1515,12470,3638
202011,1508,12447,3654
202012,1494,12435,3660
202101,1483,12400,3664
202102,1477,12378,3663
202103,1479,12338,3677
202104,1478,12314,3675
202105,1485,12312,3688
202106,1479,12279,3696
202107,1474,12244,3709
202108,1468,12246,3704
202109,1469,12231,3713
202110,1462,12200,3724
202111,1462,12196,3734
202112,1442,12163,3746
202201,1436,12116,3760
202202,1425,12101,3769
202203,1422,12046,3757
202204,1429,12010,3763
202205,1437,12012,3764
202206,1435,11996,3766
202207,1439,11995,3775
202208,1426,11962,3788
