ym,0-14,15-64,65
201404,1276,7413,2263
201405,1279,7428,2261
201406,1262,7431,2257
201407,1253,7443,2252
201408,1246,7440,2260
201409,1228,7423,2262
201410,1218,7416,2260
201411,1207,7401,2263
201412,1203,7378,2268
201501,1189,7355,2273
201502,1184,7344,2278
201503,1165,7325,2284
201504,1162,7311,2286
201505,1153,7304,2286
201506,1152,7297,2280
201507,1141,7288,2281
201508,1130,7279,2284
201509,1125,7265,2279
201510,1120,7265,2287
201511,1106,7249,2290
201512,1103,7241,2289
201601,1097,7241,2285
201602,1104,7244,2291
201603,1107,7242,2287
201604,1106,7233,2295
201605,1098,7227,2287
201606,1094,7208,2293
201607,1088,7213,2297
201608,1081,7203,2307
201609,1075,7203,2305
201610,1074,7191,2307
201611,1066,7184,2316
201612,1070,7167,2320
201701,1049,7146,2333
201702,1047,7133,2327
201703,1042,7115,2330
201704,1035,7109,2337
201705,1036,7096,2336
201706,1033,7086,2337
201707,1032,7073,2336
201708,1027,7079,2333
201709,1023,7082,2336
201710,1023,7073,2340
201711,1009,7075,2348
201712,1010,7058,2345
201801,998,7042,2350
201802,994,7053,2347
201803,966,7045,2356
201804,965,7040,2361
201805,959,7044,2359
201806,960,7041,2357
201807,955,7058,2364
201808,952,7044,2358
201809,949,7036,2355
201810,951,7022,2358
201811,938,7008,2360
201812,917,6991,2369
201901,913,6981,2373
201902,910,6961,2377
201903,909,6968,2373
201904,912,6954,2370
201905,909,6941,2373
201906,913,6929,2369
201907,909,6920,2370
201908,916,6912,2377
201909,915,6898,2391
201910,917,6884,2393
201911,907,6880,2400
201912,890,6869,2402
202001,890,6851,2410
202002,881,6829,2417
202003,874,6812,2427
202004,876,6784,2425
202005,875,6755,2427
202006,868,6742,2431
202007,868,6739,2436
202008,866,6724,2442
202009,860,6711,2452
202010,848,6703,2459
202011,839,6707,2466
202012,836,6701,2467
202101,824,6691,2468
202102,824,6682,2468
202103,821,6671,2474
202104,810,6656,2479
202105,804,6638,2487
202106,810,6621,2489
202107,801,6600,2496
202108,802,6576,2505
202109,797,6568,2504
202110,800,6567,2494
202111,794,6551,2495
202112,783,6532,2497
202201,777,6514,2500
202202,770,6494,2507
202203,762,6500,2509
202204,756,6487,2508
202205,755,6486,2508
202206,743,6466,2505
202207,737,6472,2504
202208,743,6465,2505
