ym,0-14,15-64,65
201404,299,1778,219
201405,294,1787,220
201406,295,1800,227
201407,296,1795,229
201408,295,1793,229
201409,293,1795,232
201410,289,1798,236
201411,289,1800,236
201412,286,1795,239
201501,285,1796,240
201502,284,1786,243
201503,272,1795,242
201504,274,1794,245
201505,269,1797,245
201506,268,1801,244
201507,264,1797,247
201508,261,1809,246
201509,257,1821,246
201510,260,1817,247
201511,260,1818,247
201512,262,1822,249
201601,264,1813,250
201602,265,1815,252
201603,261,1816,257
201604,251,1819,259
201605,250,1814,261
201606,247,1830,263
201607,241,1822,263
201608,246,1829,263
201609,245,1828,267
201610,249,1827,266
201611,250,1824,269
201612,251,1817,276
201701,255,1823,278
201702,255,1825,278
201703,254,1830,280
201704,251,1827,280
201705,252,1817,280
201706,253,1826,283
201707,253,1826,283
201708,250,1819,283
201709,255,1816,283
201710,257,1824,284
201711,258,1817,290
201712,259,1809,292
201801,258,1825,297
201802,260,1813,305
201803,257,1820,309
201804,250,1824,311
201805,250,1831,313
201806,249,1839,316
201807,243,1846,317
201808,246,1851,321
201809,247,1849,326
201810,248,1854,328
201811,254,1843,329
201812,256,1840,329
201901,252,1862,330
201902,248,1876,334
201903,246,1891,335
201904,241,1903,337
201905,241,1926,342
201906,242,1949,343
201907,243,1951,343
201908,245,1987,342
201909,248,1995,342
201910,254,2002,345
201911,256,1992,348
201912,258,1988,349
202001,260,1983,351
202002,261,1988,353
202003,258,1978,353
202004,254,1979,356
202005,254,1980,357
202006,252,1996,358
202007,252,2023,360
202008,255,2019,361
202009,256,2045,361
202010,251,2058,364
202011,249,2065,366
202012,251,2097,369
202101,249,2104,369
202102,247,2105,374
202103,246,2125,381
202104,246,2164,382
202105,247,2193,386
202106,248,2193,388
202107,251,2207,388
202108,244,2207,389
202109,245,2228,389
202110,246,2292,394
202111,246,2329,399
202112,247,2345,406
202201,248,2361,408
202202,251,2349,417
202203,254,2385,418
202204,248,2405,419
202205,247,2413,424
202206,249,2432,428
202207,252,2460,434
202208,251,2456,435
