ym,0-14,15-64,65
201404,4344,21889,4927
201405,4339,21865,4929
201406,4314,21866,4930
201407,4311,21880,4919
201408,4288,21859,4933
201409,4288,21832,4933
201410,4282,21828,4942
201411,4259,21833,4945
201412,4258,21826,4961
201501,4260,21812,4969
201502,4245,21818,4968
201503,4206,21788,4992
201504,4182,21755,5010
201505,4158,21756,5011
201506,4146,21776,5006
201507,4116,21763,5004
201508,4093,21772,5012
201509,4088,21762,5024
201510,4084,21759,5026
201511,4071,21748,5026
201512,4074,21758,5037
201601,4064,21759,5049
201602,4049,21758,5061
201603,4029,21746,5069
201604,4032,21740,5071
201605,4020,21746,5080
201606,4009,21761,5089
201607,4014,21717,5090
201608,4008,21723,5105
201609,3991,21663,5129
201610,3996,21652,5157
201611,3976,21643,5175
201612,3979,21626,5192
201701,3950,21573,5214
201702,3962,21558,5221
201703,3962,21542,5231
201704,3944,21517,5237
201705,3938,21495,5250
201706,3911,21494,5256
201707,3900,21500,5260
201708,3885,21484,5276
201709,3895,21472,5293
201710,3895,21464,5301
201711,3888,21453,5308
201712,3878,21427,5337
201801,3889,21408,5353
201802,3887,21408,5374
201803,3882,21404,5388
201804,3874,21383,5404
201805,3848,21374,5393
201806,3831,21349,5398
201807,3821,21373,5399
201808,3798,21379,5396
201809,3782,21352,5421
201810,3758,21358,5420
201811,3756,21328,5436
201812,3751,21323,5434
201901,3760,21287,5442
201902,3736,21267,5457
201903,3705,21250,5476
201904,3685,21222,5491
201905,3689,21227,5487
201906,3685,21218,5494
201907,3660,21215,5493
201908,3662,21206,5505
201909,3676,21189,5522
201910,3690,21168,5540
201911,3685,21160,5556
201912,3687,21135,5572
202001,3676,21131,5581
202002,3663,21093,5598
202003,3666,21059,5608
202004,3634,21027,5621
202005,3614,21002,5623
202006,3623,20979,5627
202007,3618,20954,5632
202008,3587,20919,5632
202009,3583,20877,5659
202010,3581,20873,5681
202011,3584,20847,5685
202012,3573,20808,5691
202101,3562,20772,5714
202102,3565,20740,5725
202103,3539,20719,5736
202104,3522,20676,5762
202105,3511,20640,5771
202106,3532,20598,5774
202107,3517,20577,5766
202108,3511,20542,5798
202109,3500,20510,5820
202110,3492,20480,5817
202111,3494,20435,5813
202112,3484,20407,5815
202201,3466,20380,5805
202202,3435,20351,5826
202203,3397,20323,5816
202204,3370,20286,5812
202205,3347,20264,5819
202206,3348,20271,5817
202207,3336,20257,5816
202208,3327,20225,5833
