ym,0-14,15-64,65
201404,7403,36651,8706
201405,7347,36637,8696
201406,7329,36627,8694
201407,7275,36595,8691
201408,7253,36537,8721
201409,7222,36507,8737
201410,7181,36483,8753
201411,7152,36494,8770
201412,7113,36437,8780
201501,7071,36457,8792
201502,7049,36440,8801
201503,7024,36355,8834
201504,6952,36331,8843
201505,6917,36320,8839
201506,6891,36331,8816
201507,6852,36339,8813
201508,6794,36327,8833
201509,6727,36349,8856
201510,6708,36343,8860
201511,6680,36345,8893
201512,6666,36313,8903
201601,6624,36297,8925
201602,6614,36299,8939
201603,6596,36283,8941
201604,6583,36275,8956
201605,6533,36252,8961
201606,6518,36241,8970
201607,6487,36238,8997
201608,6430,36194,9021
201609,6419,36125,9054
201610,6400,36070,9078
201611,6385,36029,9105
201612,6375,36016,9125
201701,6345,35999,9143
201702,6323,35988,9153
201703,6319,35946,9157
201704,6288,35907,9170
201705,6265,35873,9175
201706,6254,35846,9171
201707,6204,35841,9170
201708,6150,35826,9172
201709,6117,35773,9188
201710,6093,35749,9216
201711,6085,35722,9230
201712,6051,35677,9252
201801,6038,35639,9278
201802,6047,35606,9288
201803,6018,35568,9295
201804,5999,35553,9302
201805,5981,35523,9312
201806,5966,35491,9349
201807,5956,35466,9350
201808,5966,35441,9353
201809,5945,35414,9378
201810,5949,35346,9414
201811,5920,35308,9424
201812,5876,35219,9441
201901,5863,35208,9428
201902,5860,35158,9449
201903,5856,35171,9461
201904,5804,35142,9463
201905,5766,35116,9457
201906,5734,35101,9460
201907,5723,35078,9463
201908,5680,35010,9506
201909,5693,34935,9521
201910,5623,34920,9537
201911,5623,34900,9570
201912,5635,34839,9601
202001,5597,34791,9626
202002,5579,34746,9645
202003,5573,34691,9641
202004,5577,34678,9656
202005,5563,34659,9654
202006,5534,34617,9680
202007,5529,34586,9688
202008,5517,34550,9715
202009,5488,34521,9734
202010,5463,34489,9769
202011,5452,34447,9784
202012,5454,34437,9796
202101,5425,34397,9815
202102,5410,34362,9826
202103,5365,34296,9843
202104,5352,34244,9874
202105,5338,34188,9891
202106,5327,34165,9888
202107,5310,34144,9883
202108,5298,34069,9930
202109,5269,33960,9980
202110,5248,33954,9983
202111,5234,33879,9989
202112,5251,33831,10000
202201,5244,33767,9996
202202,5231,33682,10030
202203,5186,33606,10040
202204,5152,33549,10055
202205,5169,33539,10065
202206,5153,33537,10061
202207,5135,33530,10028
202208,5108,33491,10045
