ym,0-14,15-64,65
201404,13891,62074,10015
201405,13889,62093,10039
201406,13865,62105,10060
201407,13834,62114,10054
201408,13829,62121,10082
201409,13801,62139,10097
201410,13791,62130,10156
201411,13777,62132,10200
201412,13727,62145,10228
201501,13730,62135,10291
201502,13704,62074,10334
201503,13700,62098,10381
201504,13696,62133,10393
201505,13691,62138,10407
201506,13666,62184,10425
201507,13654,62255,10420
201508,13615,62270,10433
201509,13575,62286,10480
201510,13562,62268,10509
201511,13544,62248,10559
201512,13495,62312,10600
201601,13532,62285,10678
201602,13530,62264,10722
201603,13505,62249,10738
201604,13497,62288,10758
201605,13525,62323,10795
201606,13524,62325,10813
201607,13524,62357,10826
201608,13486,62324,10862
201609,13465,62336,10896
201610,13442,62333,10939
201611,13423,62305,10985
201612,13408,62263,11038
201701,13391,62276,11112
201702,13373,62242,11147
201703,13375,62176,11200
201704,13320,62158,11214
201705,13299,62158,11246
201706,13274,62159,11255
201707,13275,62147,11279
201708,13295,62100,11328
201709,13267,62114,11360
201710,13261,62132,11387
201711,13244,62090,11432
201712,13239,62073,11487
201801,13239,62018,11563
201802,13223,62003,11586
201803,13207,61922,11633
201804,13191,61925,11659
201805,13160,61892,11680
201806,13157,61884,11695
201807,13142,61872,11718
201808,13133,61904,11724
201809,13074,61868,11776
201810,13083,61874,11805
201811,13072,61832,11868
201812,13090,61774,11954
201901,13098,61711,12010
201902,13094,61664,12084
201903,13124,61624,12131
201904,13095,61616,12155
201905,13089,61598,12173
201906,13087,61605,12200
201907,13069,61631,12208
201908,13031,61612,12248
201909,13002,61583,12293
201910,12973,61558,12338
201911,12959,61533,12385
201912,13008,61472,12451
202001,12982,61430,12517
202002,12944,61334,12580
202003,12923,61252,12618
202004,12853,61239,12645
202005,12825,61201,12690
202006,12810,61146,12742
202007,12808,61126,12761
202008,12784,61048,12819
202009,12740,60979,12861
202010,12713,60931,12919
202011,12682,60893,12961
202012,12714,60801,13035
202101,12685,60755,13098
202102,12679,60658,13149
202103,12619,60568,13189
202104,12581,60489,13216
202105,12570,60436,13260
202106,12560,60372,13264
202107,12517,60321,13277
202108,12503,60202,13358
202109,12466,60092,13424
202110,12445,60062,13440
202111,12420,59997,13468
202112,12409,59923,13505
202201,12380,59866,13545
202202,12358,59783,13606
202203,12367,59715,13609
202204,12295,59514,13623
202205,12263,59474,13654
202206,12262,59461,13674
202207,12240,59455,13693
202208,12227,59445,13726
