ym,0-14,15-64,65
201404,5705,26498,3905
201405,5688,26528,3903
201406,5680,26532,3908
201407,5680,26555,3904
201408,5665,26597,3893
201409,5671,26577,3910
201410,5677,26555,3916
201411,5674,26554,3935
201412,5659,26575,3948
201501,5654,26605,3959
201502,5638,26630,3969
201503,5608,26642,3986
201504,5561,26646,4014
201505,5531,26650,4015
201506,5529,26684,4008
201507,5542,26723,4007
201508,5537,26784,4018
201509,5532,26822,4038
201510,5536,26853,4049
201511,5541,26871,4050
201512,5534,26862,4068
201601,5535,26918,4080
201602,5523,26913,4102
201603,5520,26907,4119
201604,5502,26907,4138
201605,5500,26926,4143
201606,5487,26912,4156
201607,5484,26934,4161
201608,5482,26966,4175
201609,5471,26974,4187
201610,5475,26987,4222
201611,5472,27000,4236
201612,5486,27013,4257
201701,5474,27008,4279
201702,5459,27011,4282
201703,5449,27033,4285
201704,5436,27033,4305
201705,5418,27043,4316
201706,5428,27067,4320
201707,5398,27120,4319
201708,5394,27140,4331
201709,5390,27158,4343
201710,5377,27176,4372
201711,5377,27173,4391
201712,5372,27183,4402
201801,5369,27165,4410
201802,5370,27162,4432
201803,5350,27162,4447
201804,5343,27154,4456
201805,5342,27175,4464
201806,5326,27191,4477
201807,5299,27213,4473
201808,5281,27235,4493
201809,5287,27248,4499
201810,5284,27264,4514
201811,5294,27280,4525
201812,5290,27280,4551
201901,5299,27267,4577
201902,5273,27264,4609
201903,5266,27266,4637
201904,5265,27274,4642
201905,5277,27270,4665
201906,5276,27278,4683
201907,5278,27315,4699
201908,5265,27315,4716
201909,5272,27347,4736
201910,5263,27368,4745
201911,5250,27397,4777
201912,5243,27415,4791
202001,5253,27419,4829
202002,5255,27389,4854
202003,5254,27391,4861
202004,5259,27405,4868
202005,5264,27416,4888
202006,5271,27404,4912
202007,5267,27417,4919
202008,5287,27429,4937
202009,5294,27419,4961
202010,5297,27424,4984
202011,5303,27422,4993
202012,5300,27423,5017
202101,5274,27386,5051
202102,5273,27377,5079
202103,5263,27351,5107
202104,5261,27351,5135
202105,5263,27358,5146
202106,5271,27366,5161
202107,5255,27376,5171
202108,5267,27347,5202
202109,5286,27291,5241
202110,5271,27261,5265
202111,5268,27280,5279
202112,5261,27280,5297
202201,5285,27270,5318
202202,5271,27237,5366
202203,5266,27223,5369
202204,5251,27189,5384
202205,5243,27202,5393
202206,5247,27220,5394
202207,5231,27236,5410
202208,5214,27236,5431
