ym,0-14,15-64,65
201404,9020,39993,6722
201405,8977,40049,6720
201406,8952,40094,6720
201407,8957,40093,6712
201408,8902,40101,6722
201409,8879,40128,6725
201410,8860,40148,6730
201411,8854,40156,6749
201412,8826,40194,6768
201501,8812,40192,6782
201502,8806,40181,6781
201503,8809,40166,6816
201504,8784,40131,6824
201505,8761,40132,6823
201506,8752,40162,6821
201507,8739,40174,6810
201508,8727,40158,6825
201509,8696,40155,6852
201510,8662,40171,6885
201511,8645,40181,6901
201512,8658,40155,6929
201601,8636,40152,6961
201602,8639,40159,6982
201603,8671,40076,7006
201604,8673,40075,7008
201605,8641,40071,7027
201606,8642,40060,7028
201607,8652,40056,7037
201608,8643,40013,7055
201609,8629,39958,7096
201610,8618,39908,7127
201611,8608,39895,7156
201612,8595,39893,7187
201701,8603,39890,7201
201702,8598,39891,7235
201703,8602,39873,7229
201704,8593,39888,7253
201705,8570,39866,7252
201706,8560,39888,7246
201707,8556,39880,7261
201708,8533,39874,7249
201709,8526,39846,7277
201710,8520,39846,7287
201711,8516,39859,7305
201712,8512,39863,7311
201801,8484,39827,7355
201802,8488,39811,7361
201803,8498,39735,7381
201804,8481,39696,7394
201805,8460,39660,7412
201806,8457,39628,7430
201807,8422,39588,7431
201808,8434,39561,7456
201809,8387,39529,7486
201810,8387,39522,7503
201811,8343,39516,7523
201812,8341,39468,7556
201901,8339,39405,7585
201902,8369,39373,7615
201903,8374,39335,7658
201904,8384,39315,7689
201905,8364,39303,7697
201906,8354,39253,7712
201907,8365,39205,7713
201908,8328,39155,7729
201909,8335,39127,7755
201910,8301,39134,7777
201911,8255,39104,7804
201912,8273,39066,7846
202001,8253,39041,7871
202002,8262,38991,7924
202003,8254,38964,7938
202004,8233,38907,7972
202005,8221,38868,7998
202006,8210,38834,8010
202007,8188,38810,8020
202008,8191,38763,8047
202009,8155,38714,8082
202010,8101,38675,8113
202011,8073,38654,8147
202012,8075,38567,8172
202101,8061,38494,8209
202102,8049,38473,8220
202103,8030,38417,8246
202104,8022,38383,8261
202105,8010,38322,8296
202106,7998,38280,8313
202107,7995,38265,8317
202108,7980,38146,8401
202109,7942,38077,8450
202110,7898,38026,8460
202111,7890,37992,8480
202112,7887,37949,8504
202201,7873,37917,8533
202202,7863,37817,8569
202203,7866,37733,8591
202204,7844,37660,8612
202205,7844,37681,8612
202206,7842,37659,8625
202207,7863,37627,8612
202208,7847,37610,8628
