ym,0-14,15-64,65
201404,4433,26149,4369
201405,4436,26166,4367
201406,4431,26177,4369
201407,4413,26181,4356
201408,4388,26181,4364
201409,4378,26181,4369
201410,4389,26186,4374
201411,4384,26165,4394
201412,4355,26138,4412
201501,4328,26091,4434
201502,4334,26112,4434
201503,4317,26121,4469
201504,4291,26104,4486
201505,4292,26130,4480
201506,4279,26136,4484
201507,4265,26138,4472
201508,4235,26118,4497
201509,4228,26101,4507
201510,4217,26078,4526
201511,4219,26073,4548
201512,4200,26055,4578
201601,4150,26032,4590
201602,4155,26017,4592
201603,4138,26001,4601
201604,4113,25993,4615
201605,4118,25995,4632
201606,4114,26003,4638
201607,4128,25993,4646
201608,4134,25989,4664
201609,4140,25963,4683
201610,4125,25971,4696
201611,4121,25994,4694
201612,4114,25945,4729
201701,4105,25926,4752
201702,4094,25897,4776
201703,4064,25921,4789
201704,4050,25924,4794
201705,4038,25935,4802
201706,4050,25975,4806
201707,4063,25995,4818
201708,4042,26011,4822
201709,4042,26011,4839
201710,4035,26005,4851
201711,4027,25972,4874
201712,4011,25952,4873
201801,3987,25913,4891
201802,3978,25904,4905
201803,3961,25874,4927
201804,3938,25849,4931
201805,3945,25834,4933
201806,3932,25858,4944
201807,3920,25859,4947
201808,3895,25850,4967
201809,3895,25867,4981
201810,3899,25851,4989
201811,3896,25840,5006
201812,3868,25832,5045
201901,3831,25831,5072
201902,3806,25824,5093
201903,3810,25836,5106
201904,3789,25835,5115
201905,3768,25849,5113
201906,3747,25851,5124
201907,3746,25877,5121
201908,3762,25890,5126
201909,3757,25878,5152
201910,3746,25847,5173
201911,3741,25830,5175
201912,3751,25793,5190
202001,3738,25782,5220
202002,3729,25746,5239
202003,3677,25719,5247
202004,3661,25682,5260
202005,3654,25661,5278
202006,3660,25645,5281
202007,3651,25658,5304
202008,3675,25644,5315
202009,3659,25610,5326
202010,3657,25582,5339
202011,3623,25558,5343
202012,3597,25497,5357
202101,3566,25466,5371
202102,3554,25437,5377
202103,3529,25379,5392
202104,3527,25356,5400
202105,3514,25315,5418
202106,3525,25279,5422
202107,3517,25275,5431
202108,3506,25204,5470
202109,3490,25139,5501
202110,3463,25083,5516
202111,3465,25070,5527
202112,3463,25034,5540
202201,3463,25019,5575
202202,3485,24938,5617
202203,3446,24891,5634
202204,3422,24842,5639
202205,3392,24830,5652
202206,3387,24837,5653
202207,3389,24837,5654
202208,3392,24825,5654
